,text,hour,date,minute,sentiment_compound_polarity,sentiment_neutral,sentiment_negative,sentiment_pos,sentiment_type
1490,In Multi cities OK But How Come In Village Restaurants https://t.co/eMcejnuHgW,2,12/9/2016,16,0.4466,0.773,0,0.227,POSITIVE
1491,"RT @Breakingviews: India’s central bank faces race against time, writes @ugalani #RBI #IndiaFightsCorruption #DeMonetisation https://t.co/m…",2,12/9/2016,16,0,1,0,0,NEUTRAL
1492,"@dilkesath We don't have to show mercy, I am not a dictator like modi! I have something keralites have, compassion, humanity!",2,12/9/2016,16,0.609,0.647,0.091,0.262,POSITIVE
1493,"RT @CMOMaharashtra: This is not time to cry,but to fight for mission to curb #blackmoney menace.Once we do that, no one can stop our nation…",2,12/9/2016,16,-0.7184,0.759,0.241,0,NEGATIVE
1494,RT @kulfi197: Don't get y media is going on about Jayalalithaa's 'lonely' life. Why only single women are lonely?What bout Modi?Why nobody…,2,12/9/2016,16,0,1,0,0,NEUTRAL
1495,"#India is on the right track? Bracing for seven critical changes as fintech matures #finance #Demonitization

https://t.co/Rt4dCtVq5x",2,12/9/2016,16,-0.3182,0.874,0.126,0,NEGATIVE
1496,"RT @Dead_Comedian: #अगर_कांग्रेस_ना_होती
Progress_होती 

#IndiaDefeatsBlackMoney #tripletalaq #KhatmalEShayar #PaniBachaoPunjabBachao",2,12/9/2016,16,0,1,0,0,NEUTRAL
1497,"For Congee trolls n Mullahs, whatever @narendramodi does is anti-Constitutional because they never believed in it!, https://t.co/UQsuP1uMvl",2,12/9/2016,16,0,1,0,0,NEUTRAL
1498,@alamgirizvi @sursmi DEMON Modi Raped India,2,12/9/2016,16,-0.6808,0.521,0.479,0,NEGATIVE
1499,#IndiaDefeatsBlackMoney @TruthOfGujarat @ArvindKejriwal @saur008 @BJP4India @ZeeNewsHindi @ndtv @JagranNews @aajtak… https://t.co/0k4AxAf1tC,2,12/9/2016,16,0,1,0,0,NEUTRAL
1500,But Still Day By Day More than Before https://t.co/hKIcJ2P1Xv,2,12/9/2016,16,0,1,0,0,NEUTRAL
1501,"Is there in everyone s mind....
https://t.co/P3j45mXu3T",2,12/9/2016,17,0,1,0,0,NEUTRAL
1502,"bank accnts, non-cash salaries, tax returns...
simply astonishing govt is pushing this only now! decades wasted #IndiaDefeatsBlackMoney",2,12/9/2016,17,-0.5411,0.821,0.179,0,NEGATIVE
1503,"RT @JantaKaReporter: I'll tell everyone how Paytm is Pay to Modi, says Rahul Gandhi as united opposition stage black day of note ban
https:…",2,12/9/2016,17,-0.296,0.729,0.174,0.097,NEGATIVE
1504,A real pleasure to meet HE Narendra @Modi Hon Prime Minister of India at the Petrotech2016 in New Delhi https://t.co/fTGwKCy6gG,2,12/9/2016,17,0.5719,0.829,0,0.171,POSITIVE
1505,"NAELA QUADRI BALOCH : SENSATIONAL COMMENTS ON INDIA,MODI AND PAKISTAN,CHINA!!!| https://t.co/tcSvQ8UpDd",2,12/9/2016,17,0,1,0,0,NEUTRAL
1506,@MamataOfficial so what is wrong with credit card Mam? Are you afraid of this cashless ? Come on and have a fair fi… https://t.co/9Hk0HNStzt,2,12/9/2016,17,0.2255,0.688,0.122,0.19,POSITIVE
1507,Jugnoo gets support from PM Modi through #Twitter; launches Jugnoo Pay. Read more: https://t.co/cJ1o2b9mEz $TWTR,2,12/9/2016,17,0.3182,0.76,0.082,0.158,POSITIVE
1508,RT @DDSez: Abandon all hope. https://t.co/w5xgqc46fA,2,12/9/2016,17,0,0.408,0.296,0.296,NEUTRAL
1509,"RT @kumarnandaj: The Allahabad HC dismissed today an Election Petition filed against Sh Narendra Modi ""Satya Mev Jayate""",2,12/9/2016,17,0,1,0,0,NEUTRAL
1510,RT ashutosh83B: Must read. How demonetisation has brought havoc in rural India ? People are cursing Modi ! https://t.co/IxiZz5FOZP,2,12/9/2016,17,-0.636,0.792,0.208,0,NEGATIVE
1511,"In current scheme of things, if Modi makes a statement against any state, SC will pounce on him. TN voters should m… https://t.co/AxgmpXgpXk",2,12/9/2016,17,0,1,0,0,NEUTRAL
1512,This represent what's happening in today's Modi regime..loot in the name of Anti corruption https://t.co/EBAuNwcDUg,2,12/9/2016,17,-0.3182,0.859,0.141,0,NEGATIVE
1513,@DocVatsa SHAME ON RAHUL &amp; KEJRI FOR SPREADING LIES THAT MODI WORE HIS SHOES INSIDE THE GOLDEN TEMPLE 2/2 https://t.co/96x0h3zuGJ,2,12/9/2016,17,-0.8109,0.71,0.29,0,NEGATIVE
1514,@thetanmay Modi says all black money holders will have sleeping pills. I am taking sleepless pills for the last 1 week maybe I am a thief.,2,12/9/2016,17,-0.5267,0.861,0.139,0,NEGATIVE
1515,RT @bilal_motorwala: @tehseenp @CNBC_Awaaz Anti women mentality of none other that @BJP4India main leader PM Modi on sunanda pushkar…,2,12/9/2016,17,-0.3182,0.887,0.113,0,NEGATIVE
1516,@narendramodi nice gesture modi ji,2,12/9/2016,17,0.4215,0.588,0,0.412,POSITIVE
1517,RT @teodranik: Rituraj's kid when he goes off on how cerelac + demonitization + Rahane - Ganguly Dhoni Chappell - nostalgia = Baca…,2,12/9/2016,17,0,1,0,0,NEUTRAL
1518,@Bharatitis @JhaSanjay @CatchNews #modi trying to be robin hood but will not succeed.he realize it now he is done a blunder.,2,12/9/2016,17,0,1,0,0,NEUTRAL
1519,"@DocVatsa 2/2 DURING HIS VISIT TO AMRITSAR
https://t.co/lLN7Bp5e6j",2,12/9/2016,17,0,1,0,0,NEUTRAL
1520,@anjanaomkashyap Modi ne kiya aisab 😂😂😂😂,2,12/9/2016,18,0,1,0,0,NEUTRAL
1521,@narendramodi hummm aisa bhi hota hai👍modi sir ke jai,2,12/9/2016,18,0,1,0,0,NEUTRAL
1522,@nadiyasays modi Rip status 11pm kulam podaru fb la @_karthee @thatsTamil,2,12/9/2016,18,0,1,0,0,NEUTRAL
1523,@AashishKhetan @kaushal_pks tere baap ka naam Modi hai Kya,2,12/9/2016,18,0,1,0,0,NEUTRAL
1524,RT ashutosh83B: Must read. How demonetisation has brought havoc in rural India ? People are cursing Modi ! https://t.co/ubfSDD8tQM,2,12/9/2016,18,-0.636,0.792,0.208,0,NEGATIVE
1525,@JhaSanjay wherever @OfficeOfRG  goes people often chant modi modi can u tweet some of those clips. U big bus___tard https://t.co/eysZyzoXFK,2,12/9/2016,18,0,1,0,0,NEUTRAL
1526,@IndianExpress so modi is responsible for death of 80 people and counting. Muderer. Not a single big business or big politician died.,2,12/9/2016,18,-0.7128,0.641,0.267,0.091,NEGATIVE
1527,"RT @DaaruBaazMehta: SHOCKING

Is Modi Govt Using a blacklisted co; linked with Panama papers &amp; Pakistan for currency paper supply??… ",2,12/9/2016,18,-0.5849,0.826,0.174,0,NEGATIVE
1528,RT @samgold21: @tehseenp poor congi slaves can't find any UPA type scam so busy counting clothes. 😄 #IndiaDefeatsBlackMoney https://t.co/w3…,2,12/9/2016,18,-0.7783,0.714,0.286,0,NEGATIVE
1529,"RT @spicy_words: Hey Modi, you so ruthless. Made your mother stand in a queue? Learn from me. I made my 80yr old mother sit dharna i…",2,12/9/2016,18,0,1,0,0,NEUTRAL
1530,"#IndiaDefeatsBlackMoney గల్ప్ మనీకీ దెబ్బ ... !
 India derrota Negro dinero | Inde bat Noir argent
https://t.co/Z40eEHzIvC",2,12/9/2016,18,0,1,0,0,NEUTRAL
1531,"RT @defencepk: 26 in one month, that's one young Indian man dying to fuel Modi's madness, killing them gives Pakistanis no pleasure. 

@Gya…",2,12/9/2016,18,-0.7003,0.59,0.295,0.115,NEGATIVE
1532,"RT @rockyinsa1: https://t.co/PGZ0FFmhsP
#BiggestHitLionHeart",2,12/9/2016,18,0,1,0,0,NEUTRAL
1533,Salute Indians for being part of this yagna: PM Modi on demonetisation  https://t.co/Jw4nZAKdh1 via,2,12/9/2016,18,0,1,0,0,NEUTRAL
1534,RT @chandrakanth420: @JhaSanjay wherever @OfficeOfRG  goes people often chant modi modi can u tweet some of those clips. U big bus___tard h…,2,12/9/2016,18,0,1,0,0,NEUTRAL
1535,"RT @4G_BOY: 📢 Narendra modi app पर दे नोटबंदी को लेकर अपनी राय 😎
               
📣 Namo App को कैसे डाउनलोड करे?

🆓… ",2,12/9/2016,18,0,1,0,0,NEUTRAL
1536,"RT @JasumatiPatel: To insane @INCindia &amp; @OfficeOfRG from sane Indians&gt; Talaq  Talaq  Talaq 
#IndiaDefeatsBlackMoney",2,12/9/2016,18,-0.4019,0.828,0.172,0,NEGATIVE
1537,Digital discount at petrol pump -though an innovative cash/#BlackMoney less economy push- is too little.Get1%!… https://t.co/6jteaq6ksQ,2,12/9/2016,18,0.4926,0.825,0,0.175,POSITIVE
1538,"Agree with @OfficeOfRG PayTM = pay to Modi. #DeMonetisation terrible, especially after we've been paying to Gandhi for the last 50 years.",2,12/9/2016,18,-0.25,0.72,0.18,0.1,NEGATIVE
1539,"RT @bilal_motorwala: @tehseenp she wants to do surgical strike against opposition, thinking opposition is Pakistanis, bhakts mentality
http…",2,12/9/2016,18,-0.128,0.919,0.081,0,NEGATIVE
1540,But Indians still pull the legs of people who wants to do good. Oh..I sneezed..It's bloody Modi's fault. Not Nehru's syphilis.,2,12/9/2016,18,-0.4019,0.679,0.211,0.109,NEGATIVE
1541,@Narendramodi_PM  supper supper  modi ji Tamil nadu,2,12/9/2016,18,0,1,0,0,NEUTRAL
1542,"RT @bilal_motorwala: Cheerleaders Of #Demonetisation, @BJP4India bhakts @ShainaNC @sambitswaraj @SudhanshuTrived @sudhirchaudhary…",2,12/9/2016,18,0.296,0.82,0,0.18,POSITIVE
1543,"Kiriman terbaru - Najib, Modi Akan Rasmi Perhimpunan Pemimpin Perniagaan Asia - https://t.co/n8OPJcZoSg https://t.co/cZJpLnizUg",2,12/9/2016,18,0,1,0,0,NEUTRAL
1544,RT @kirar_sunil123: नोटबंदी के एक महीने बाद जनता अपनेआप को ठगा सा महसूस कर रही है??@anujpsingh777 @SheraMYRajawat1 @Ashok60080305  #IndiaDe…,2,12/9/2016,18,0,1,0,0,NEUTRAL
1545,This is modi time,2,12/9/2016,18,0,1,0,0,NEUTRAL
1546,"@KTRTRS  failed to open an account for my maid with AADHAR card ,banks don't support now they need pan card modi doesn't know ground",2,12/9/2016,18,-0.6765,0.798,0.202,0,NEGATIVE
1547,"RT @all_things_modi: PM Narendra Modi will respond to both houses on demonetisation, says BJP minister after Parliamentary meet - Times… ht…",2,12/9/2016,18,0,1,0,0,NEUTRAL
1548,@thakks such a massive disaster. Modi n his coterie thought demonetisation wud be like organising one of his  PR stunts at Wembley etc.,2,12/9/2016,18,-0.3818,0.742,0.16,0.098,NEGATIVE
1549,#IndiaDefeatsBlackMoneyJai Modi,2,12/9/2016,18,0,1,0,0,NEUTRAL
1550,RT @ms_rana: Everyday Modi govt is making desperate new announcements to undo demonetization damage. Wish they thought all this…,2,12/9/2016,18,-0.4215,0.661,0.227,0.112,NEGATIVE
1551,"#IndiaDefeatsBlackMoney.
After 15 days start of month people are still standing in queue to take their montly salary.",2,12/9/2016,18,0,1,0,0,NEUTRAL
1552,"RT @UmangSharma21: Exactly,we don't need fenkus as our leaders..!!!
#PayToModi @OfficeOfRG @AshokTanwar_INC https://t.co/RRteuZEaRm",2,12/9/2016,18,0,1,0,0,NEUTRAL
1553,@narendramodi modi ji up K liye kuch spcl Sochiye apse bhut ummide hai Hame and Mai Apko Ek spcl salute Krta hu my pm.,2,12/9/2016,19,0,1,0,0,NEUTRAL
1554,"#DeMonetisation
 #IndiaDefeatsBlackMoney గల్ప్ మనీకీ దెబ్బ ... !
 India derrota Negro dinero | Inde bat Noir argent
https://t.co/j90vNIEOdA",2,12/9/2016,19,0,1,0,0,NEUTRAL
1555,"#IndiaDefeatsBlackMoney 1st make the pol parties donations taxable &amp; transparent,all BM converted into white @narendramodi y torturing ppl?",2,12/9/2016,19,-0.3182,0.691,0.184,0.124,NEGATIVE
1556,RT @JPNadda: Historic &amp; transformational announcements by PM Shri @narendramodi which will have a very positive impact on India. #IndiaFigh…,2,12/9/2016,19,0.5984,0.822,0,0.178,POSITIVE
1557,RT @tehseenp: Mrs Mahajan a suggestion: use some Vastu mambo jambo &amp; place the chair of the speaker at the feet of Modi ji. Will help you f…,2,12/9/2016,19,0.4019,0.906,0,0.094,POSITIVE
1558,"@India_Policy Daya, Is mein kuch na kuch Jaroor lagaya hai Modi ne... Modi game ley gya lagta hai.
https://t.co/2l7ltYaQPq",2,12/9/2016,19,0,1,0,0,NEUTRAL
1559,"RT @dwimidhaM: In current scheme of things, if Modi makes a statement against any state, SC will pounce on him. TN voters should m…",2,12/9/2016,19,0,1,0,0,NEUTRAL
1560,RT @ind1a_USA: #IndiaDefeatsBlackMoney @TruthOfGujarat @ArvindKejriwal @saur008 @BJP4India @ZeeNewsHindi @ndtv @JagranNews @aajtak…,2,12/9/2016,19,0,1,0,0,NEUTRAL
1561,Pro-cash Javadekar to No-cash Javadekar. https://t.co/1NFUAmLU5N,2,12/9/2016,19,0,1,0,0,NEUTRAL
1562,RT @RadhamohanBJP: People friendly measures to minimise inconvenience. #IndiaFightsCorruption https://t.co/NP7wlx5XST,2,12/9/2016,19,0.1779,0.584,0.182,0.234,POSITIVE
1563,Demonetisation one month: Gains of PM Modi’s currency crackdown will be known only in the long term… https://t.co/BdGfg2oFFR,2,12/9/2016,19,0.34,0.876,0,0.124,POSITIVE
1564,"RT @hangmenow_: bank accnts, non-cash salaries, tax returns...
simply astonishing govt is pushing this only now! decades wasted #IndiaDefea…",2,12/9/2016,19,-0.5411,0.838,0.162,0,NEGATIVE
1565,RT @JohnSpall247: It Better Work @krogoff @narendramodi @seemacnbc #IndiaDefeatsBlackMoney #IndiaFightsCorruption We Need #india Firi…,2,12/9/2016,19,0.4404,0.818,0,0.182,POSITIVE
1566,"RT @sarvmanglamcom: 2013-14 #Modi Give me 100 days Corruption Would out of Country 
2016🔛 Corruption replaced by #BlackMoney ❓… ",2,12/9/2016,19,0,1,0,0,NEUTRAL
1567,"Agree with OfficeOfRG PayTM = pay to Modi. #DeMonetisation terrible, especially after we've been paying to Gandhi for the last 50 years.",2,12/9/2016,19,-0.25,0.72,0.18,0.1,NEGATIVE
1568,Aadhaar' man Nandan Nilekani roped in to steer PM Modi's digital payments drive - Firstpost #News #India #Trending https://t.co/z69pXd8uny,2,12/9/2016,19,0,1,0,0,NEUTRAL
1569,"Modi ji i have a question for you?????
AAPKO KYA LAGTA HAI KI AAPNE YE SAB SAHI KIYA HAI",2,12/9/2016,19,0,1,0,0,NEUTRAL
1570,RT @alamgirizvi: #VoteForCongress #PayToModi Rahul Gandhi ka ek ek lafaz sahi aure pokhta jawab hai. Modi bhagora hai. #PayToModi…,2,12/9/2016,19,0,1,0,0,NEUTRAL
1571,#IndiaDefeatsBlackMoney. After 15 days start of month people are still standing in queue to take their montly salary.,2,12/9/2016,19,0,1,0,0,NEUTRAL
1572,"#IndiaDefeatsBlackMoney.
How much black money recovered in one month
Can any one share the data",2,12/9/2016,19,0.296,0.864,0,0.136,POSITIVE
1573,"@DocVatsa LOOK AT &amp; COMPARE THE FARCE OF YOUR STUPID KEJRI AND THE TRUE SEVA BY MODI JI, https://t.co/XYzgloIs4l",2,12/9/2016,19,-0.6166,0.59,0.279,0.13,NEGATIVE
1574,"RT @SamKhan999: Respect @ArvindKejriwal for standing up to Modi &amp; facing tough questions. Didn't run away drinking water like coward
https:…",2,12/9/2016,19,0.2732,0.627,0.166,0.207,POSITIVE
1575,I definitely support #Demonitization but the other step of going cashless the government is enforcing is not good... https://t.co/iA62zvshMw,2,12/9/2016,19,0.4019,0.812,0,0.188,POSITIVE
1576,RT @PMOIndia: Let us all participate in this Mahayagna. #IndiaFightsCorruption https://t.co/RipWqwqxXM,2,12/9/2016,19,0,1,0,0,NEUTRAL
1577,"Rahul gandhi: PayTM means Pay To Modi
Me : it's not like congress's earlier payTm 
""Pay to madam""
#अगर_कांग्रेस_ना_होती",2,12/9/2016,19,-0.4423,0.753,0.247,0,NEGATIVE
1578,"RT @ahmedalifayyaz: J&amp;K irrigation scheme approved in June 2014 being attributed by Mehbooba's Minister to Modi's Nov 7, 2015 package.. htt…",2,12/9/2016,19,0.4215,0.877,0,0.123,POSITIVE
1579,"After lifting ban on Ford Foundation under US pressure, now Modi govt is reconsidering lifting ban on another US NG… https://t.co/qwQt0bcxnj",2,12/9/2016,19,-0.8555,0.657,0.343,0,NEGATIVE
1580,"RT @PMOIndia: A historic step that benefits the poor, the middle class and the neo-middle class. #IndiaFightsCorruption https://t.co/l9hRwY…",2,12/9/2016,19,-0.128,0.725,0.15,0.126,NEGATIVE
1581,"RT @manoj1Soch: साहुकार ने पकड़ा माथा
ईब खुलैगा उनका खाता
खोदण लाग्गे गड़े खजाने
भेद खुलैंगे नए पुराणे
कालाबाजारी होगा दुखिया।। #Blackmoney",2,12/9/2016,19,0,1,0,0,NEUTRAL
1582,modi means magic &amp; cheat. somanna says which modi is central modi? @narendramodi fulfil v.somanna in all manners,2,12/9/2016,19,-0.4588,0.85,0.15,0,NEGATIVE
1583,"what's more unbelievable is resistance from intellectuals, openly siding with corrupt ecosystem that nurtured this #IndiaDefeatsBlackMoney",2,12/9/2016,19,0.7645,0.631,0,0.369,POSITIVE
1584,RT @PMOIndia: 'Now is the time to change this'.... #IndiaFightsCorruption https://t.co/xoKnL6elH7,2,12/9/2016,19,0,1,0,0,NEUTRAL
1585,RT @PMOIndia: Towards an India that is free from corruption and black money. #IndiaFightsCorruption https://t.co/1igzxhtRPG,2,12/9/2016,19,0.5106,0.809,0,0.191,POSITIVE
1586,"(VIDEO) PM Modi must explain his relationship with Mahesh Shah: Kejriwal 
https://t.co/G8AxVflXLd",2,12/9/2016,20,0,1,0,0,NEUTRAL
1587,Adeii :D https://t.co/xadfjGhbMw,2,12/9/2016,20,0.6166,0.332,0,0.668,POSITIVE
1588,RT @PMOIndia: People friendly measures to minimise inconvenience. #IndiaFightsCorruption https://t.co/bVlsN2sQhG,2,12/9/2016,20,0.1779,0.584,0.182,0.234,POSITIVE
1589,RT @MilanV: This is a pretty fascinating behind-the-scenes @ReutersIndia piece on #demonetisation https://t.co/oifGi6Z5Pl,2,12/9/2016,20,0.7717,0.599,0,0.401,POSITIVE
1590,@Bhojak_AnDy @Prerna_Thakur25  kuch tum vhi shayta kro modi chunab me mja mila hy,2,12/9/2016,20,0,1,0,0,NEUTRAL
1591,RT @PMOIndia: Here is what you can do. #IndiaFightsCorruption https://t.co/jtoCuXFohF,2,12/9/2016,20,0,1,0,0,NEUTRAL
1592,RT @PMOIndia: Rs. 500 and Rs. 1000 notes cease to be legal tender. #IndiaFightsCorruption https://t.co/mk5HV0N0Ro,2,12/9/2016,20,0.128,0.903,0,0.097,POSITIVE
1593,RT @PMOIndia: Efforts by the NDA Government under PM @narendramodi to curb corruption and fight black money.…,2,12/9/2016,20,-0.3818,0.86,0.14,0,NEGATIVE
1594,"#अगर_कांग्रेस_ना_होती #IndiaDefeatsBlackMoney 
IT raid on Shekar Reddy, Tirumala Balaji Temple Brd mem, found 70Cr… https://t.co/5aE5ynxtNi",2,12/9/2016,20,0,1,0,0,NEUTRAL
1595,"RT @PathanAsmakhan: राजनीतिक हताशा की शिकार ममता
https://t.co/qLvVSSz9ZO mamata-political-frustation/
#IndiaDefeatsBlackMoney",2,12/9/2016,20,0,1,0,0,NEUTRAL
1596,"#अगर_कांग्रेस_ना_होती
 #IndiaDefeatsBlackMoney గల్ప్ మనీకీ దెబ్బ ... !
 India derrota Negro dinero 
https://t.co/j90vNIEOdA",2,12/9/2016,20,0,1,0,0,NEUTRAL
1597,"RT @PMOIndia: Now, the Prime Minister's address to the nation in English has begun. #IndiaFightsCorruption https://t.co/Iy8hu3Nre5",2,12/9/2016,20,0,1,0,0,NEUTRAL
1598,Modi government's decision to give 5 discount digital Bumper Blast https://t.co/F5Uxiz0ozZ,2,12/9/2016,20,0,1,0,0,NEUTRAL
1599,Modi government's decision to give 5 discount digital Bumper Blast https://t.co/Y1BxoCwD7h,2,12/9/2016,20,0,1,0,0,NEUTRAL
1600,RT @live_news18: न्यू सर्वे: नोटबंदी के बाद पढ़े-लिखे 56 फीसदी लोगों ने छोडा प्रधानमंत्री नरेंद्र मोदी का साथ -…,2,12/9/2016,20,0,1,0,0,NEUTRAL
